Id,Label,timeset,d0,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
Coal,Coal,,0,2,0,2,2,0,2,0,0,0,0,2
Parque Da Aclimação,Parque Da Aclimação,,0,2,0,2,2,0,2,0,0,0,0,5
Market Trend,Market Trend,,0,3,0,3,3,0,3,0,0,0,0,5
Returns-Based Style Analysis,Returns-Based Style Analysis,,0,3,0,3,3,0,3,0,0,0,0,5
Maranhão,Maranhão,,0,7,0,7,7,0,7,0,0,0,0,0
Fashion Accessory,Fashion Accessory,,0,2,0,2,2,0,2,0,0,0,0,0
S&P 100,S&P 100,,0,2,0,2,2,0,2,0,0,0,0,0
"Tavares, Rio Grande Do Sul","Tavares, Rio Grande Do Sul",,0,2,0,2,2,0,2,0,0,0,0,3
Brazilian Armed Forces,Brazilian Armed Forces,,0,7,0,7,7,0,7,0,0,0,0,0
Cachoeira Do Sul,Cachoeira Do Sul,,0,4,0,4,4,0,4,0,0,0,0,3
Brazilian German,Brazilian German,,0,2,0,2,2,0,2,0,0,0,0,0
Piercing The Corporate Veil,Piercing The Corporate Veil,,0,2,0,2,2,0,2,0,0,0,0,1
"Santa Maria, Rio Grande Do Sul","Santa Maria, Rio Grande Do Sul",,0,2,0,2,2,0,2,0,0,0,0,3
Sertão Santana,Sertão Santana,,0,2,0,2,2,0,2,0,0,0,0,3
Getúlio Vargas,Getúlio Vargas,,0,4,0,4,4,0,4,0,0,0,0,0
Nova Prata,Nova Prata,,0,2,0,2,2,0,2,0,0,0,0,3
"Bom Jesus, Rio Grande Do Sul","Bom Jesus, Rio Grande Do Sul",,0,2,0,2,2,0,2,0,0,0,0,3
Indice General De La Bolsa De Valores De Colombia,Indice General De La Bolsa De Valores De Colombia,,0,2,0,2,2,0,2,0,0,0,0,0
Centro Comercial Aricanduva,Centro Comercial Aricanduva,,0,2,0,2,2,0,2,0,0,0,0,5
Paraíba,Paraíba,,0,3,0,3,3,0,3,0,0,0,0,0
New Zealand Exchange,New Zealand Exchange,,0,3,0,3,3,0,3,0,0,0,0,5
Cotiporã,Cotiporã,,0,2,0,2,2,0,2,0,0,0,0,3
Santo Antônio Do Palma,Santo Antônio Do Palma,,0,2,0,2,2,0,2,0,0,0,0,3
Afro-Brazilian,Afro-Brazilian,,0,3,0,3,3,0,3,0,0,0,0,0
Developing Countries,Developing Countries,,0,2,0,2,2,0,2,0,0,0,0,0
Cisplatine War,Cisplatine War,,0,2,0,2,2,0,2,0,0,0,0,0
Cemig,Cemig,,0,53,126,179,53,126,179,3,0.454527,0.485041,0.00021,2
Anheuser-Busch Inbev,Anheuser-Busch Inbev,,0,3,0,3,3,0,3,0,0,0,0,2
United States Corporate Law,United States Corporate Law,,0,2,0,2,2,0,2,0,0,0,0,1
Security Market Line,Security Market Line,,0,3,0,3,3,0,3,0,0,0,0,5
"Ipê, Rio Grande Do Sul","Ipê, Rio Grande Do Sul",,0,2,0,2,2,0,2,0,0,0,0,3
Rolador,Rolador,,0,2,0,2,2,0,2,0,0,0,0,3
Parque Burle Marx,Parque Burle Marx,,0,2,0,2,2,0,2,0,0,0,0,5
Barueri,Barueri,,0,5,0,5,5,0,5,0,0,0,0,2
Stock Market,Stock Market,,0,5,0,5,5,0,5,0,0,0,0,0
Barão,Barão,,0,2,0,2,2,0,2,0,0,0,0,3
"Cruzeiro Do Sul, Rio Grande Do Sul","Cruzeiro Do Sul, Rio Grande Do Sul",,0,2,0,2,2,0,2,0,0,0,0,3
Jorge Paulo Lemann,Jorge Paulo Lemann,,0,2,0,2,2,0,2,0,0,0,0,2
Ivory Coast,Ivory Coast,,0,3,0,3,3,0,3,0,0,0,0,1
São José Das Missões,São José Das Missões,,0,2,0,2,2,0,2,0,0,0,0,3
Jacuizinho,Jacuizinho,,0,2,0,2,2,0,2,0,0,0,0,3
Júlio Prestes (Cptm),Júlio Prestes (Cptm),,0,2,0,2,2,0,2,0,0,0,0,5
Polanco,Polanco,,0,2,0,2,2,0,2,0,0,0,0,2
Acre (State),Acre (State),,0,4,0,4,4,0,4,0,0,0,0,0
Protestant,Protestant,,0,2,0,2,2,0,2,0,0,0,0,3
Mauritania,Mauritania,,0,3,0,3,3,0,3,0,0,0,0,1
Redecard,Redecard,,0,2,0,2,2,0,2,0,0,0,0,2
Fashion,Fashion,,0,2,0,2,2,0,2,0,0,0,0,0
Air Arabia,Air Arabia,,0,2,0,2,2,0,2,0,0,0,0,4
Vistara,Vistara,,0,2,0,2,2,0,2,0,0,0,0,4
Administrative Council For Economic Defense,Administrative Council For Economic Defense,,0,3,0,3,3,0,3,0,0,0,0,2
"United Kingdom Of Portugal, Brazil And The Algarves","United Kingdom Of Portugal, Brazil And The Algarves",,0,7,0,7,7,0,7,0,0,0,0,0
Ethiopian Airlines,Ethiopian Airlines,,0,2,0,2,2,0,2,0,0,0,0,4
S7 Airlines,S7 Airlines,,0,2,0,2,2,0,2,0,0,0,0,4
Jardins,Jardins,,0,2,0,2,2,0,2,0,0,0,0,5
Ethanol,Ethanol,,0,3,0,3,3,0,3,0,0,0,0,0
Monopoly,Monopoly,,0,4,0,4,4,0,4,0,0,0,0,1
Equatorial Guinea,Equatorial Guinea,,0,2,0,2,2,0,2,0,0,0,0,0
Lufthansa Cargo,Lufthansa Cargo,,0,2,0,2,2,0,2,0,0,0,0,4
General Partnership,General Partnership,,0,2,0,2,2,0,2,0,0,0,0,1
S.A. (Corporation),S.A. (Corporation),,0,48,127,175,48,127,175,5,0.339477,0.382056,0.001678,1
Electronic Language International Festival,Electronic Language International Festival,,0,2,0,2,2,0,2,0,0,0,0,5
Rua Augusta (São Paulo),Rua Augusta (São Paulo),,0,2,0,2,2,0,2,0,0,0,0,5
Kaingang Language,Kaingang Language,,0,2,0,2,2,0,2,0,0,0,0,0
Iraí,Iraí,,0,2,0,2,2,0,2,0,0,0,0,3
Ipo,Ipo,,0,2,0,2,2,0,2,0,0,0,0,4
Quaraí,Quaraí,,0,2,0,2,2,0,2,0,0,0,0,3
Arroio Grande,Arroio Grande,,0,2,0,2,2,0,2,0,0,0,0,3
Qantas,Qantas,,0,2,0,2,2,0,2,0,0,0,0,4
Luxembourg,Luxembourg,,0,4,0,4,4,0,4,0,0,0,0,1
First Brazilian Republic,First Brazilian Republic,,0,7,0,7,7,0,7,0,0,0,0,0
Lisbon,Lisbon,,0,6,0,6,6,0,6,0,0,0,0,1
"Tapera, Rio Grande Do Sul","Tapera, Rio Grande Do Sul",,0,2,0,2,2,0,2,0,0,0,0,3
Porto Alegre Metro,Porto Alegre Metro,,0,2,0,2,2,0,2,0,0,0,0,0
"Caiçara, Rio Grande Do Sul","Caiçara, Rio Grande Do Sul",,0,2,0,2,2,0,2,0,0,0,0,3
Santiago (Micro-Region),Santiago (Micro-Region),,0,2,0,2,2,0,2,0,0,0,0,3
Brasília,Brasília,,0,9,0,9,9,0,9,0,0,0,0,2
"Mata, Rio Grande Do Sul","Mata, Rio Grande Do Sul",,0,2,0,2,2,0,2,0,0,0,0,3
Asda,Asda,,0,2,0,2,2,0,2,0,0,0,0,1
Sao Paulo,Sao Paulo,,0,2,0,2,2,0,2,0,0,0,0,2
Rd S.A.,Rd S.A.,,0,52,92,144,52,92,144,3,0.451651,0.477744,0.000039,2
Belgium,Belgium,,0,5,0,5,5,0,5,0,0,0,0,1
Societas Cooperativa Europaea,Societas Cooperativa Europaea,,0,2,0,2,2,0,2,0,0,0,0,1
Department Store,Department Store,,0,5,19,24,5,19,24,4,0.27538,0.287726,0.000021,1
Fourth Market,Fourth Market,,0,3,0,3,3,0,3,0,0,0,0,5
Estádio Nicolau Alayon,Estádio Nicolau Alayon,,0,2,0,2,2,0,2,0,0,0,0,5
Ho Chi Minh City Stock Exchange,Ho Chi Minh City Stock Exchange,,0,3,0,3,3,0,3,0,0,0,0,5
Cyrela Brazil Realty,Cyrela Brazil Realty,,0,52,90,142,52,90,142,3,0.451473,0.477306,0.000028,2
Vista Gaúcha,Vista Gaúcha,,0,2,0,2,2,0,2,0,0,0,0,3
São Paulo Zoo,São Paulo Zoo,,0,2,0,2,2,0,2,0,0,0,0,5
"Bento Gonçalves, Rio Grande Do Sul","Bento Gonçalves, Rio Grande Do Sul",,0,2,0,2,2,0,2,0,0,0,0,3
Nova Candelária,Nova Candelária,,0,2,0,2,2,0,2,0,0,0,0,3
Sabesp,Sabesp,,0,52,91,143,52,91,143,3,0.451562,0.477525,0.00002,2
Higher Education,Higher Education,,0,2,0,2,2,0,2,0,0,0,0,2
Senegal,Senegal,,0,3,0,3,3,0,3,0,0,0,0,1
"Jackson, Michigan","Jackson, Michigan",,0,2,0,2,2,0,2,0,0,0,0,2
Linha Aérea Transcontinental Brasileira,Linha Aérea Transcontinental Brasileira,,0,2,0,2,2,0,2,0,0,0,0,4
Cotton,Cotton,,0,2,0,2,2,0,2,0,0,0,0,0
Santo Cristo,Santo Cristo,,0,2,0,2,2,0,2,0,0,0,0,3
Sapiranga,Sapiranga,,0,2,0,2,2,0,2,0,0,0,0,3
Porto Mauá,Porto Mauá,,0,2,0,2,2,0,2,0,0,0,0,3
Vale Do Anhangabaú,Vale Do Anhangabaú,,0,2,0,2,2,0,2,0,0,0,0,5
Cosan,Cosan,,0,53,0,53,53,0,53,0,0,0,0,2
Novo Tiradentes,Novo Tiradentes,,0,2,0,2,2,0,2,0,0,0,0,3
Brazilian Cuisine,Brazilian Cuisine,,0,10,0,10,10,0,10,0,0,0,0,0
Abaeté Aviação,Abaeté Aviação,,0,2,0,2,2,0,2,0,0,0,0,4
Gesellschaft Mit Beschränkter Haftung,Gesellschaft Mit Beschränkter Haftung,,0,2,0,2,2,0,2,0,0,0,0,1
"Aceguá, Brazil","Aceguá, Brazil",,0,2,0,2,2,0,2,0,0,0,0,3
"Paulo Bento, Rio Grande Do Sul","Paulo Bento, Rio Grande Do Sul",,0,2,0,2,2,0,2,0,0,0,0,3
Tenente Portela,Tenente Portela,,0,2,0,2,2,0,2,0,0,0,0,3
Caraá,Caraá,,0,2,0,2,2,0,2,0,0,0,0,3
Taba – Transportes Aéreos Da Bacia Amazônica,Taba – Transportes Aéreos Da Bacia Amazônica,,0,2,0,2,2,0,2,0,0,0,0,4
Skymaster Airlines,Skymaster Airlines,,0,2,0,2,2,0,2,0,0,0,0,4
Flapper (Company),Flapper (Company),,0,2,0,2,2,0,2,0,0,0,0,4
Short (Finance),Short (Finance),,0,3,0,3,3,0,3,0,0,0,0,5
Casa Das Rosas,Casa Das Rosas,,0,2,0,2,2,0,2,0,0,0,0,5
Garuda Indonesia,Garuda Indonesia,,0,2,0,2,2,0,2,0,0,0,0,4
Qatar Airways,Qatar Airways,,0,2,0,2,2,0,2,0,0,0,0,4
Président-Directeur Général (France),Président-Directeur Général (France),,0,2,0,2,2,0,2,0,0,0,0,1
Natural Gas,Natural Gas,,0,5,0,5,5,0,5,0,0,0,0,1
Erebango,Erebango,,0,2,0,2,2,0,2,0,0,0,0,3
Paulista Avenue,Paulista Avenue,,0,2,0,2,2,0,2,0,0,0,0,5
Sananduva,Sananduva,,0,2,0,2,2,0,2,0,0,0,0,3
"Center-West Region, Brazil","Center-West Region, Brazil",,0,2,0,2,2,0,2,0,0,0,0,0
Capão Bonito Do Sul,Capão Bonito Do Sul,,0,2,0,2,2,0,2,0,0,0,0,3
Porto Alegre,Porto Alegre,,0,12,764,776,12,764,776,4,0.463945,0.585741,0.004139,3
"Natal, Rio Grande Do Norte","Natal, Rio Grande Do Norte",,0,2,0,2,2,0,2,0,0,0,0,0
São Pedro Das Missões,São Pedro Das Missões,,0,2,0,2,2,0,2,0,0,0,0,3
Nova Bréscia,Nova Bréscia,,0,2,0,2,2,0,2,0,0,0,0,3
Teresina,Teresina,,0,2,0,2,2,0,2,0,0,0,0,0
Japan,Japan,,0,11,0,11,11,0,11,0,0,0,0,1
Morrinhos Do Sul,Morrinhos Do Sul,,0,2,0,2,2,0,2,0,0,0,0,3
Mauritius,Mauritius,,0,2,0,2,2,0,2,0,0,0,0,0
Líder Aviação,Líder Aviação,,0,2,0,2,2,0,2,0,0,0,0,4
Aerosul Linhas Aéreas,Aerosul Linhas Aéreas,,0,2,0,2,2,0,2,0,0,0,0,4
Taiwan,Taiwan,,0,5,0,5,5,0,5,0,0,0,0,1
Greece,Greece,,0,2,0,2,2,0,2,0,0,0,0,1
Teatro São Pedro (São Paulo),Teatro São Pedro (São Paulo),,0,2,0,2,2,0,2,0,0,0,0,5
Food Processing,Food Processing,,0,2,0,2,2,0,2,0,0,0,0,2
Delta Air Lines,Delta Air Lines,,0,2,0,2,2,0,2,0,0,0,0,4
Morro Redondo,Morro Redondo,,0,2,0,2,2,0,2,0,0,0,0,3
Private Company,Private Company,,0,2,0,2,2,0,2,0,0,0,0,2
Overland Airways,Overland Airways,,0,2,0,2,2,0,2,0,0,0,0,4
Private Company Limited By Shares,Private Company Limited By Shares,,0,2,0,2,2,0,2,0,0,0,0,1
Alpha (Finance),Alpha (Finance),,0,3,0,3,3,0,3,0,0,0,0,5
Novo Barreiro,Novo Barreiro,,0,2,0,2,2,0,2,0,0,0,0,3
Brazilian Development Bank,Brazilian Development Bank,,0,2,0,2,2,0,2,0,0,0,0,2
Industrial Sector,Industrial Sector,,0,2,0,2,2,0,2,0,0,0,0,3
Cruiser Linhas Aéreas,Cruiser Linhas Aéreas,,0,2,0,2,2,0,2,0,0,0,0,4
C&A,C&A,,0,4,32,36,4,32,36,4,0.329344,0.355517,0.000064,1
Air Operator'S Certificate,Air Operator'S Certificate,,0,2,0,2,2,0,2,0,0,0,0,4
Lam Mozambique Airlines,Lam Mozambique Airlines,,0,2,0,2,2,0,2,0,0,0,0,4
Ternium,Ternium,,0,2,0,2,2,0,2,0,0,0,0,2
Luz (Cptm),Luz (Cptm),,0,2,0,2,2,0,2,0,0,0,0,5
Microregions Of Brazil,Microregions Of Brazil,,0,2,0,2,2,0,2,0,0,0,0,0
Air Montenegro,Air Montenegro,,0,2,0,2,2,0,2,0,0,0,0,4
Dubai,Dubai,,0,3,0,3,3,0,3,0,0,0,0,2
Reuters,Reuters,,0,12,0,12,12,0,12,0,0,0,0,2
Vietnam,Vietnam,,0,2,0,2,2,0,2,0,0,0,0,1
Andorra,Andorra,,0,3,0,3,3,0,3,0,0,0,0,1
Market Timing,Market Timing,,0,3,0,3,3,0,3,0,0,0,0,5
Hahn Air,Hahn Air,,0,2,0,2,2,0,2,0,0,0,0,4
Ikea,Ikea,,0,2,0,2,2,0,2,0,0,0,0,1
Gaurama,Gaurama,,0,2,0,2,2,0,2,0,0,0,0,3
Mariana Pimentel,Mariana Pimentel,,0,2,0,2,2,0,2,0,0,0,0,3
"Braga, Rio Grande Do Sul","Braga, Rio Grande Do Sul",,0,2,0,2,2,0,2,0,0,0,0,3
Société Générale,Société Générale,,0,2,0,2,2,0,2,0,0,0,0,1
Cargolux,Cargolux,,0,2,0,2,2,0,2,0,0,0,0,4
British Airways,British Airways,,0,2,0,2,2,0,2,0,0,0,0,4
East Indiaman,East Indiaman,,0,2,0,2,2,0,2,0,0,0,0,1
Transportes Aéreos Nacional,Transportes Aéreos Nacional,,0,2,0,2,2,0,2,0,0,0,0,4
Wayback Machine,Wayback Machine,,0,16,0,16,16,0,16,0,0,0,0,0
Transportes Aéreos Bandeirantes,Transportes Aéreos Bandeirantes,,0,2,0,2,2,0,2,0,0,0,0,4
Algorithmic Trading,Algorithmic Trading,,0,3,0,3,3,0,3,0,0,0,0,5
Interjet,Interjet,,0,2,0,2,2,0,2,0,0,0,0,4
Spanish Phonology,Spanish Phonology,,0,2,0,2,2,0,2,0,0,0,0,0
B3 (Stock Exchange),B3 (Stock Exchange),,0,61,475,536,61,475,536,3,0.481146,0.556261,0.006065,5
Trip Linhas Aéreas,Trip Linhas Aéreas,,0,2,0,2,2,0,2,0,0,0,0,4
Museu Do Ipiranga,Museu Do Ipiranga,,0,2,0,2,2,0,2,0,0,0,0,5
Municipalities Of Brazil,Municipalities Of Brazil,,0,3,0,3,3,0,3,0,0,0,0,0
Hamburg,Hamburg,,0,2,0,2,2,0,2,0,0,0,0,2
Regions Of Brazil,Regions Of Brazil,,0,7,0,7,7,0,7,0,0,0,0,0
"Macy'S, Inc.","Macy'S, Inc.",,0,2,0,2,2,0,2,0,0,0,0,5
Share (Finance),Share (Finance),,0,3,0,3,3,0,3,0,0,0,0,1
Free-Float,Free-Float,,0,4,0,4,4,0,4,0,0,0,0,0
Anhembi Sambadrome,Anhembi Sambadrome,,0,2,0,2,2,0,2,0,0,0,0,5
Forbes,Forbes,,0,2,0,2,2,0,2,0,0,0,0,4
Unlimited Company,Unlimited Company,,0,3,0,3,3,0,3,0,0,0,0,1
Modern Portfolio Theory,Modern Portfolio Theory,,0,3,0,3,3,0,3,0,0,0,0,5
Bahia,Bahia,,0,7,0,7,7,0,7,0,0,0,0,0
"Museum Of Contemporary Art, University Of São Paulo","Museum Of Contemporary Art, University Of São Paulo",,0,2,0,2,2,0,2,0,0,0,0,5
"Tapejara, Rio Grande Do Sul","Tapejara, Rio Grande Do Sul",,0,2,0,2,2,0,2,0,0,0,0,3
Monte Alegre Dos Campos,Monte Alegre Dos Campos,,0,2,0,2,2,0,2,0,0,0,0,3
German-Brazilian,German-Brazilian,,0,3,0,3,3,0,3,0,0,0,0,0
Fernando De Noronha,Fernando De Noronha,,0,2,0,2,2,0,2,0,0,0,0,0
Srilankan Airlines,Srilankan Airlines,,0,2,0,2,2,0,2,0,0,0,0,4
Middle East Airlines,Middle East Airlines,,0,2,0,2,2,0,2,0,0,0,0,4
Trading Strategy,Trading Strategy,,0,3,0,3,3,0,3,0,0,0,0,5
Brazilian Grand Prix,Brazilian Grand Prix,,0,3,0,3,3,0,3,0,0,0,0,5
Association Football,Association Football,,0,2,0,2,2,0,2,0,0,0,0,0
São Martinho Da Serra,São Martinho Da Serra,,0,2,0,2,2,0,2,0,0,0,0,3
Natura & Co,Natura & Co,,0,52,97,149,52,97,149,3,0.452098,0.478838,0.000039,2
Linhas Aéreas Brasileiras,Linhas Aéreas Brasileiras,,0,2,0,2,2,0,2,0,0,0,0,4
Ata Brasil,Ata Brasil,,0,2,0,2,2,0,2,0,0,0,0,4
Rua Oscar Freire,Rua Oscar Freire,,0,2,0,2,2,0,2,0,0,0,0,5
Coqueiros Do Sul,Coqueiros Do Sul,,0,2,0,2,2,0,2,0,0,0,0,3
China Financial Futures Exchange,China Financial Futures Exchange,,0,3,0,3,3,0,3,0,0,0,0,5
Terra De Areia,Terra De Areia,,0,2,0,2,2,0,2,0,0,0,0,3
Emirates (Airline),Emirates (Airline),,0,2,0,2,2,0,2,0,0,0,0,4
